name,sku,category,base_unit,description
60 MIN FIRE RATED CHIPBOARD CORE 2400X1200X54MM,00-50003889,Others,sheet,
60 MIN FIRE RATED CHIPBOARD CORE 2400X950X54MM,00-50003888,Others,sheet,
60 MIN FIRE RATED CHIPBOARD CORE 4X8X54MM,00-50003079,Others,sheet,
90 MIN FIRE RATED CHIPBOARD CORE 2400X1200X64MM,00-50003891,Others,sheet,
90 MIN FIRE RATED CHIPBOARD CORE 2400X950X64MM,00-50003890,Others,sheet,
90 MIN FIRE RATED CHIPBOARD CORE 4X8X64MM,00-50003125,Others,sheet,
FILLER PUTTY - BONDO,00-50000347,Others,gallon,
Hand Gloves - Dotted,00-50000198,Others,pair,
Hand Gloves - Latex - UKEN,00-50000197,Others,pair,
Jigsaw Blade T114D - BOSCH,00-50000195,Others,piece,
Jigsaw Blade T118A - BOSCH,00-50000194,Others,piece,
PAINT FILTER - PAPER,00-50000346,Others,piece,
Router Bit - 711.130.11B - CMT,00-50000189,Others,piece,
Router Bit - U24478 - UKEN,00-50002219,Others,piece,
Router Bit - U24534 - UKEN,00-50000187,Others,piece,
Router Bit - U24620 - UKEN,00-50000188,Others,piece,
SANDING CLOTH GRITT ROLL 120 4.5'',00-50000345,Others,roll,
SANDING CLOTH GRITT ROLL 220 4.5'',00-50000348,Others,roll,
SANDING PAPER 600G - BELMONT,00-50000267,Others,piece,
SPIRAL BIT FOR CNC - FULL SOLID CARBIDE D-4x12 - PART NO: 9H040,00-50001132,Others,piece,
SPIRAL BIT FOR CNC - HM SPIRAL TOOLING D-4x12 - L-50 - PART NO: 9E040,00-50000240,Others,piece,
Star Bit PH-2 - U1576 - UKEN,00-50000191,Others,piece,
TARPAULIN SHEET,00-50002484,Others,piece,
08MM WIRE CONNECTOR,00-50003629,Others,piece,
10MM WIRE CONNECTOR,00-50002412,Others,piece,
16MM WIRE CONNECTOR,00-50003435,Others,piece,
"2'' Masking Tape, 50Yard length - ASMACO",00-50000440,Others,piece,
Clear Silicon Asmaco 2500,00-50000543,Others,piece,
FEVICOL SH 50 KG,00-50000601,Others,kg,
GLASS CLEANER,00-50002238,Others,carton,
KNIFE BLADE LB-10,00-50002213,Others,piece,
SURGICAL FACE MASK - 3PLY,00-50001225,Others,piece,
05MM BORING BIT CMT - 311.050.11,00-50003864,Others,piece,
05MM BORING BIT CMT - 311.050.12,00-50003863,Others,piece,
1.6MM CNC ROUTER BIT CMT - 152.080.163,00-50003256,Others,piece,
10MM BORING BIT CMT - 311.100.11,00-50003859,Others,piece,
10MM BORING BIT CMT - 311.100.12,00-50003860,Others,piece,
12MM CNC ROUTER BIT CMT - 193.121.11,00-50003553,Others,piece,
15MM BORING BIT CMT - 311.150.11,00-50003861,Others,piece,
15MM BORING BIT CMT - 311.150.12,00-50003862,Others,piece,
22MMX1MM PVC LIPPING - WHITE,00-50003510,Others,m,
22MMX1MM PVC LIPPING (25823-REALITY) WHITE MATT,00-50003541,Others,roll,
22MMX2MM PVC LIPPING - WHITE,00-50003396,Others,roll,
22MMX2MM PVC LIPPING (25823-REALITY) WHITE MATT,00-50003326,Others,roll,
22MMX2MM PVC LIPPING (25825-REALITY) WHITE,00-50003274,Others,roll,
22MMX2MM PVC LIPPING (25826-REALITY) WHITE GLOSS,00-50003275,Others,roll,
2MM CNC TOOL 20/30 - 152.120.208,00-50004020,Others,piece,
35MM BORING BIT CMT - 369.350.42,00-50003576,Others,piece,
35MM BORING BIT CMT- 369.350.12,00-50003575,Others,piece,
3MM CNC ROUTER BIT CMT - 191.630.11,00-50003252,Others,piece,
3MM ROUTER CUTTING BIT UKEN-24272,00-50003681,Others,piece,
410 GAS CYLINDER FOR AC,00-50003618,Others,kg,
4MM CNC ROUTER BIT CMT - 191.040.11,00-50003253,Others,piece,
4MM CNC ROUTER BIT CMT - 191.040.11,00-50003254,Others,piece,
6MM CNC ROUTER BIT CMT - 191.060.11,00-50003255,Others,piece,
6MM CNC ROUTER BIT CMT - 199.060.11,00-50003257,Others,piece,
8MM BORING BIT CMT - 311.080.11,00-50003573,Others,piece,
8MM BORING BIT CMT - 311.080.12,00-50003574,Others,piece,
ACETATE SILICON CLEAR-089231885,00-50002677,Others,piece,
ADHESIVE - ARALDITE,00-50000260,Others,piece,
AIR GUN,00-50002730,Others,piece,
ANCHOR BOLT 10MM,00-50003051,Others,piece,
BATTERY - AAA,00-50002684,Others,piece,
BATTERY - PENCIL TYPE,00-50002631,Others,piece,
BISON KIT,00-50002780,Others,box,
"BRACKET 1""",00-50002766,Others,piece,
BUCKLE FOR PVC BINDING STRIP,00-50002988,Others,box,
CABINET DOOR BUMPER - SELF ADHESIVE - COLOR BLACK,00-50003866,Others,sheet,
CABLE GROMMET - PLASTIC - 60MM DIA,00-50003623,Others,piece,
CABLE MANAGER,00-50003356,Others,piece,
CABLE MANAGER BROWN - 60MM,00-50003550,Others,piece,
CABLE MANAGER WHITE - 60MM,00-50003150,Others,piece,
CARTON BOX,00-50002781,Others,piece,
"CASTER WHEEL 6"" HEAVY DUTY",00-50002755,Others,piece,
CLEANING AGENT - LC 2/30,00-50002953,Others,liter,
CMT ROUTER BIT 25MM 911.250.11,00-50003704,Others,piece,
CMT ROUTER BIT 838.445.11,00-50003701,Others,piece,
CONCEALED HINGES,00-50003579,Others,piece,
"CONCRETE NAIL 2""",00-50003337,Others,carton,
COPPER PIPE 1/2 - 15 MTR,00-50002796,Others,roll,
COPPER PIPE 1/4 - 15 MTR,00-50002795,Others,roll,
CYLINDER CUTOUT BIT - HWØ10 2X100Z2RR,00-50004011,Others,piece,
DIAMOND BLADE 530X35X3 TCT,00-50002745,Others,piece,
DOUBLE SIDE TAPE 10MM,00-50002623,Others,piece,
"DOUBLE SIDE TAPE 2""X50MX25M - CT5025",00-50003851,Others,box,
DRYWALL SCREW 8X1 1/2 CLASSIC 1000/PKT,00-50003469,Others,piece,
DRYWALL SCREW 8X1 1/4 CLASSIC 1000/PKT,00-50003138,Others,piece,
DRYWALL SCREW 8X2 1/2 CLASSIC,00-50002714,Others,piece,
DRYWALL SCREW 8X3 CLASSIC 500PCS/ PKT,00-50003468,Others,piece,
DRYWALL SCREW 8X4 CLASSIC 500PCS/ PKT,00-50003969,Others,piece,
ENGINE OIL 20W-50,00-50003103,Others,liter,
FEVICOL SH- 50KG,00-50002651,Others,piece,
FIHSER PLUG 8MM-BLUE,00-50003142,Others,piece,
FIRE EXTINGUISHER FOAM 25KG,00-50003112,Others,piece,
FIRE RETARDANT SHEET 01MMX2000X100,00-50003449,Others,sheet,
FIRE STRIP 20X4 BROWN,00-50003156,Others,piece,
FIRE STRIP 20X4 WHITE,00-50003619,Others,piece,
FIRE STRIP 20X4MM BROWN,00-50003447,Others,piece,
FISCHER PLUG BLUE 8MMX50MM,00-50003021,Others,piece,
FISCHER PLUG RED 6MMX50MM,00-50003020,Others,piece,
FOAM INSULATION TAPE,00-50003448,Others,m,
FR B1 PU FOAM-0893303402,00-50002678,Others,piece,
GARBAGE BIN 120LTR,00-50002968,Others,piece,
GEAR OIL 90,00-50003102,Others,liter,
GLASS CLEANER,00-50003332,Others,piece,
GLASS SILICONE - CLEAR,00-50003379,Others,box,
HAND WASH LIQUID,00-50002687,Others,gallon,
HANDLE BOLT 80MM,00-50003554,Others,piece,
HANDLE HOLE CUTOUT BIT - HWØ20 20X90R,00-50004012,Others,piece,
HANGING ROD 25MMX3000MM,00-50003818,Others,piece,
HINGES CUTOUT BIT CMT - 179.220.11,00-50004008,Others,piece,
HOSE CLIP - B/S M00 - 16MM,00-50003476,Others,piece,
HYDRAULIC OIL AW68,00-50002626,Others,piece,
HYDRAULIC OIL NO-46,00-50002955,Others,liter,
JOWACOLL LAMINATED GLUE 25KG (JOWAT 103.30),00-50002691,Others,bag,
KLUBER LUBRICATION - ARTICLE NO: GA 004227 - ISOFLEX TOPAS L 32 N,00-50002884,Others,kg,
KLUBER LUBRICATION - ARTICLE NO: GA 096019 - PARALIQ GA-3400,00-50002883,Others,kg,
KNIFE BLADE- LAMINATE CUTTER - OLFA,00-50002921,Others,piece,
KNIFE BLADE-LB10 OLFA,00-50002722,Others,piece,
LED CONNECTOR,00-50003615,Others,piece,
LED DRIVER,00-50003129,Others,piece,
LEITZ CIRCULAR SAW BLADE HW:400X3.5X30 Z90-163130,00-50002670,Others,piece,
LEITZ CIRCULAR SAW BLADE L117MGA3 - F03F502574-000 - 120.00X3.20X20.00Z30,00-50002890,Others,piece,
LOCK CUTOUT BIT 23-7791 RH - 16X50 - 120X16 X3/R POS,00-50004009,Others,piece,
LOCK PLATE CUTOUT BIT 22-0911 - HW22X20X8,00-50004010,Others,piece,
MACHINE SCREW,00-50003505,Others,piece,
MAGNETIC DOOR CATCHER,00-50003562,Others,piece,
MAGNETIC LIGHT,00-50003128,Others,piece,
MAGNETIC TRIM TRACK,00-50003127,Others,piece,
MAKITA ROUTER BIT 6MM D-12245,00-50002718,Others,piece,
"MASKING TAPE 1""X50YARD-ASMACO",00-50003019,Others,box,
"MASKING TAPE 1""X50YARDS AUTOMOTIVE",00-50003027,Others,box,
"MASKING TAPE 2""X100 YARD",00-50003139,Others,box,
METAL BINDING STRIP,00-50002688,Others,roll,
METAL STRIP CLIP,00-50002713,Others,piece,
MULTIPURPOSE GREASE - EPO,00-50003355,Others,liter,
NAIL F15,00-50003336,Others,piece,
NAIL F20,00-50003335,Others,piece,
NAIL F25,00-50002868,Others,piece,
NAIL F30,00-50002723,Others,piece,
NAIL PIN ST-64 (1700264),00-50003104,Others,piece,
NUT WITH VISOR 08MM,00-50003641,Others,piece,
NUT WITH VISOR 10MM,00-50003043,Others,piece,
NYLON BUTTERFLY FISCHER M-10 X 1756,00-50003022,Others,box,
NYLON CORD WHITE - 3MM,00-50003869,Others,roll,
OIL FILTER,00-50003964,Others,piece,
"PAINT BRUSH 1""",00-50002760,Others,piece,
PAINT FILTER - PAPER,00-50003403,Others,piece,
"PAINT ROLLER REFILL 4"" WITH HANDLE - UKEN",00-50003333,Others,piece,
"PAINT ROLLER REFILL 4""-UKEN",00-50003967,Others,piece,
"PAINT ROLLER REFILL 9"" WITH HANDLE - UKEN",00-50003319,Others,piece,
"PAINT ROLLER REFILL 9""-UKEN",00-00000077,Others,piece,
PLANNER MACHINE BALL BEARING 6206 DU,00-50003108,Others,piece,
PLANNER MACHINE BALL BEARING 6208 DU,00-50003107,Others,piece,
PLASTIC SCREW,00-50003157,Others,piece,
POLYCARBONATE SHEET 2.1X5.8X100MM,00-50003559,Others,sheet,
POLYTHENE SHEET - 500G,00-00000193,Others,roll,
POLYTHENE SHEET 1000g,00-50002858,Others,roll,
PPR END CAP 32MM,00-50002754,Others,piece,
PRINTER 3 in 1,00-50002747,Others,piece,
PU FOAM - ASMACO,00-50003206,Others,box,
PU FOAM B3-0892149751,00-50002679,Others,piece,
PU FOAM GOLD - ASMACO,00-50003024,Others,box,
"PVC ELBOW 3""",00-50002929,Others,piece,
"PVC ELBOW 4""",00-50002753,Others,piece,
PVC LIPPING 22MM X 1MM EGGER H1251 ST-19,00-50003406,Others,m,
PVC LIPPING 22MM X 1MM EGGER H3700 ST-10,00-50003572,Others,m,
PVC LIPPING 22MM X 1MM SDE-30321 MT - SKYDECOR,00-50003271,Others,m,
PVC LIPPING 22MM X 1MM SDL-30318 BRK - SKYDECOR,00-50003222,Others,m,
PVC LIPPING 22MM X 1MM SDL-30323 ZN - SKYDECOR,00-50003220,Others,m,
PVC LIPPING 22MM X 2MM SDL-10202 - SKYDECOR,00-50003123,Others,m,
PVC LIPPING 23MM X 0.8MM EGGER H1715 ST-12,00-50003699,Others,m,
PVC PACKING STRIP,00-50002717,Others,roll,
"PVC PIPE 3""",00-50002928,Others,piece,
"PVC PIPE 4""X6MTR",00-50002752,Others,piece,
R-22 GAS CYLINDER FOR AC,00-50002771,Others,kg,
READYMADE CONCRETE BAG - 50 KG,00-50002936,Others,bag,
REFLECTIVE TAPE WATERPROOF,00-50003094,Others,piece,
"ROUND PIPE 1"" BLACK",00-50002767,Others,piece,
ROUTER BIT CMT - 711.130.11B,00-50003237,Others,piece,
ROUTER BIT MAKITA - PND 10506,00-50003477,Others,piece,
ROUTER BIT MAKITA - PNP 13487,00-50003236,Others,piece,
ROUTER BIT UKEN- U24478,00-50002719,Others,piece,
ROUTER BIT UKEN- U24534,00-50002721,Others,piece,
ROUTER BIT UKEN- U27484,00-50003852,Others,piece,
ROUTER BIT UKEN-U24272,00-50003977,Others,piece,
ROUTER BIT UKEN-U24328,00-50003976,Others,piece,
ROUTER BIT UKEN-U24372,00-50003975,Others,piece,
ROUTER BIT UKEN-U24384,00-50003974,Others,piece,
ROUTER BIT UKEN-U24620,00-50002720,Others,piece,
ROUTER BIT UKEN-U26930,00-50003289,Others,piece,
ROUTER BIT UKEN-U27354,00-50003474,Others,piece,
SAFA GLUCOSE - ELECTROLYTE POWDER - 450GM,00-50003137,Others,piece,
SAFETY VEST,00-50002925,Others,piece,
"SAMSUNG 43"" UHD 4K SMART LED TV",00-50002708,Others,piece,
SANDING BELT CLOTH 1380X2620MM - GRIT 60,00-50002627,Others,roll,
SANDING BELT PAPER 1380X2620MM - GRIT 60,00-50002624,Others,roll,
SANDING BELT PAPER 1380X2620MM - GRIT 80,00-50002625,Others,roll,
"SANDING CLOTH GRIT ROLL 60X4.5"" APPLE",00-50003899,Others,roll,
"SANDING CLOTH GRIT ROLL 80X4.5"" APPLE",00-50003898,Others,roll,
"SANDING CLOTH GRIT ROLL100X4.5"" APPLE",00-50002711,Others,roll,
"SANDING CLOTH GRIT ROLL180X4.5"" APPLE",00-50002710,Others,roll,
SANDING CLOTH GRITT ROLL 120 4.5'',00-50002661,Others,roll,
SANDING CLOTH GRITT ROLL 220 4.5'',00-50002629,Others,roll,
SANDING CLOTH GRITT ROLL 320 4.5'',00-50002692,Others,roll,
SANDING FOAM NO K-120,00-50003105,Others,piece,
SANDING FOAM NO K-220,00-50002659,Others,piece,
SANDING FOAM NO K-240,00-50003404,Others,piece,
SANDING FOAM NO K-320,00-50002660,Others,piece,
SANDING PAPER NO 100,00-50003334,Others,piece,
SANDING PAPER NO 120,00-50003840,Others,piece,
SANDING PAPER NO 220,00-50002706,Others,piece,
SANDING PAPER NO 240,00-50004044,Others,piece,
SANDING PAPER NO 600,00-50003617,Others,piece,
Sanding Paper P80 - BOLMONT,00-00000168,Others,piece,
SAW BLADE 200X4.4X65 FREUD-ITALY,00-50002878,Others,piece,
SAW BLADE 355X4.4X65 FREUD ITALY,00-50002877,Others,piece,
"SCREW BLACK 1""",00-50003141,Others,piece,
"SCREW BLACK 1.1/4""",00-50002863,Others,piece,
"SCREW BLACK 2""",00-50002862,Others,piece,
"SCREW BLACK 3""",00-50002861,Others,piece,
"SCREW BLACK 4""",00-50002860,Others,piece,
SCREW HOLE COVER - STICKER TYPE - COLOR WHITE,00-50003865,Others,sheet,
SEPARATING AGENT - LC 2/10,00-50002954,Others,liter,
SILICONE CLEAR 2500 - ASMACO,00-50002704,Others,carton,
SILICONE TRANSPARENT - WATERPROOF,00-50003908,Others,piece,
SILICONE WHITE,00-50003625,Others,carton,
SILICONE WHITE - WATERPROOF,00-50003909,Others,piece,
SOLDERING PASTE,00-50002986,Others,piece,
SOLDERING WIRE,00-50002987,Others,piece,
SOUDAL WHITE GREASE,00-50003800,Others,piece,
SS ANCHOR BOLT M6,00-50002636,Others,piece,
SS SCREW 6X1,00-50002952,Others,piece,
SS SCREW 8X1,00-50002951,Others,piece,
STAILESS STEEL EYE BOLT M6,00-50002635,Others,piece,
STAINLESS STEEL WIRE ROPE 2MM,00-50002634,Others,m,
STAR BIT PH2 U1577,00-50003160,Others,piece,
STEEL BUCKLE,00-50002739,Others,box,
SUPER GLUE,00-50002923,Others,piece,
SUPPLY OF NOS,00-50003086,Others,piece,
SURGICAL FACE MASK - 3PLY,00-50002641,Others,piece,
TAPE DISPENSER METAL BODY,00-50002744,Others,piece,
THERMOCOL SHEET 100MM,00-50003544,Others,sheet,
THERMOCOL SHEET 50MM,00-50002601,Others,sheet,
THREAD BAR 08MM,00-50003640,Others,piece,
THREAD BAR 10MM,00-50003042,Others,piece,
TROLLEY CART HEAVY DUTY,00-50002733,Others,piece,
TROLLEY WHEEL - HEAVY DUTY,00-50003833,Others,piece,
"TROLLEY WHEEL 6"" SWIVEL",00-50002764,Others,piece,
VELCRO SANDING DISC GRIT NO 120 - 125MM,00-50004031,Others,piece,
VELCRO SANDING DISC GRIT NO 120 - 150MM,00-50002944,Others,piece,
VELCRO SANDING DISC GRIT NO 60 - 125MM,00-50002941,Others,piece,
VELCRO SANDING DISC GRIT NO 60 - 150MM,00-50002945,Others,piece,
VELCRO SANDING DISC GRIT NO 80 - 125MM,00-50002943,Others,piece,
VELCRO SANDING DISC GRIT NO 80 - 150MM,00-50002946,Others,piece,
VELCRO SANDING DISC P120X125,00-50002942,Others,piece,
WHITE CEMENT,00-50002598,Others,kg,
ZERO NAIL PIN 6X20,00-50004030,Others,piece,
ZERO NAIL PIN 6X25,00-50002724,Others,piece,
1.5MM 1C WIRE-BLACK,00-50003768,Others,roll,
1.5MM 1C WIRE-YELLOW/GREEN,00-50003769,Others,roll,
10MM WIRE CLIP - WHITE,00-50002416,Others,piece,
12MM WIRE CLIP - WHITE,00-50003436,Others,piece,
2.5MM 1C WIRE-BLACK,00-50003771,Others,roll,
2.5MM 1C WIRE-RED,00-50003770,Others,roll,
2.5MM 1C WIRE-YELLOW/GREEN,00-50003772,Others,roll,
3 PIN PLUG 13 AMP,00-50002417,Others,piece,
INDUSTRIAL PLUG - MALE / FEMALE,00-50003939,Others,piece,
1 GANG 1 WAY SWITCH,00-50002909,Others,piece,
1 GANG 1 WAY SWITCH BLACK NICKEL 3X3,00-50002616,Others,piece,
1.5MM 1C WIRE-RED,00-50003767,Others,roll,
16MM X 5C FLEXIBLE CABLE WHITE - DG-ITALICA,00-50003945,Others,m,
2 GANG 1 WAY SWITCH,00-50002596,Others,piece,
2 GANG 2 WAY SWITCH BLACK NICKEL 3X3,00-50002617,Others,piece,
220V STRIPLIGHT CONNECTOR,00-50002633,Others,piece,
3 GANG 1 WAY SWITCH BLACK NICKEL 3X6,00-50002618,Others,piece,
3C x 1.5MM RR CABLE - BLACK,00-50003202,Others,roll,
4 GANG SWITCH 1 WAY,00-50002642,Others,piece,
6 WAY BREAKER COVER,00-50003937,Others,piece,
AC OUTER BRACKET,00-50002798,Others,piece,
BRASS NUT 1/2,00-50002800,Others,piece,
BRASS NUT 1/4,00-50002799,Others,piece,
CEILING LIGHT 10 CM - 3000K WARM WHITE 220W,00-50002784,Others,piece,
CEILING LIGHT 17 CM - WHITE,00-50002643,Others,piece,
DIGITAL AC TIMER CONTROLLER SWITCH,00-50004053,Others,piece,
DP SWITCH,00-50002619,Others,piece,
"ELECTRIC SOCKETS POPUP BOX FOR TABLE - 2 POWER SOCKET, 2 HDMI PORT & 2 USB PORT",00-50002666,Others,piece,
EMERGENCY STOP PUSH BUTTON SWITCH,00-50003049,Others,set,
G.I BOX 3X3,00-50002835,Others,piece,
G.I BOX 3X6,00-50002836,Others,piece,
G.I TRUNKING 50X50,00-50002935,Others,m,
HDMI CABLE 4K 10M,00-50002709,Others,piece,
LED COB STRIPLIGHT - IP20 - 3000K - CODE: LX-LLV-COB-480P-SN (BRAND: LUMELUX) CRI>90 - 5 MTR,00-50003205,Others,roll,
LED LIGHT DIMMER,00-50003053,Others,piece,
LED LIGHT TRANSFORMER 12V,00-50002762,Others,piece,
LED LIGHT TRANSFORMER 24V,00-50002916,Others,piece,
LED LIGHT TRANSFORMER ELG-75-12DA - DIMMER TYPE,00-50003344,Others,piece,
LED POWER SUPPLY - 100W CONSTANT VOLTAGE NON-DIMMABLE (WATER PROOF) IP RATING: IP67,00-50002999,Others,piece,
LED POWER SUPPLY - 100W INDOOR,00-50003000,Others,piece,
LED PROFILE,00-50002880,Others,m,
LED SMD STRIPLIGHT - IP65 - 3000K - CODE: LX-LLV-2035-120-HC (BRAND: LUMELUX) CRI>90 - 5 MTR,00-50003603,Others,roll,
LED STRIP LIGHT - 3000K - 12W - WARM WHITE,00-50002761,Others,m,
LED STRIP LIGHT - 3000K - 24W - WARM WHITE,00-50002653,Others,m,
LED STRIP LIGHT - 4000K - 12V - 220W - NATURAL WHITE,00-50002621,Others,m,
LED STRIP LIGHT - 4000K - 12V - NATURAL WHITE,00-50003362,Others,m,
LED STRIP LIGHT - 4000K - 220V - NATURAL WHITE,00-50003609,Others,m,
LED STRIP LIGHT - 4000K - 24W - COOL WHITE,00-50002622,Others,m,
LED STRIPLIGHT - 5V USB - 3000K - 5 MTR,00-50003604,Others,m,
LED STRIPLIGHT - IP20 - 3000K - CODE: SL-2835-10 DC24V 240LED 10W/M,00-50004049,Others,m,
"LEDVANCE LED STRIP LIGHT 8W/M, 220V, 4000K, IP65, (1x50 Mtr)",00-50002632,Others,roll,
PVC BOX 3X6,00-50002932,Others,piece,
SOCKET 13A - MATT BLACK,00-50003611,Others,piece,
SOCKET 13A FEMALE,00-50002934,Others,piece,
SOCKET 13A MALE,00-50002933,Others,piece,
SOCKET 2 GANG - 13 AMP,00-50002931,Others,piece,
SPLIT AC - 1 TON,00-50002794,Others,piece,
SPLIT AC - 1.5 TON,00-50003455,Others,piece,
SPOT LIGHT 10CM - 3000K WARM WHITE 220W,00-50002783,Others,piece,
SPOT LIGHT 50MM DIA,00-50002812,Others,piece,
SPOT LIGHT 5W,00-50003056,Others,piece,
SPOT LIGHT 70MM DIA,00-50002915,Others,piece,
WINDOW AC - 1 TON,00-50002793,Others,piece,
WINDOW AC - 1.5 TON,00-50003612,Others,piece,
WINDOW AC - 2 TON,00-50003454,Others,piece,
VTY-01,00-00000313,Others,m,
VTY-02,00-00000315,Others,m,
VTY-03,00-00000316,Others,m,
VTY-04,00-00000317,Others,m,
VTY-05,00-00000318,Others,m,
VTY-06,00-00000319,Others,m,
VTY-07,00-00000320,Others,m,
VTY-08,00-00000321,Others,m,
VTY-09,00-00000322,Others,m,
VTY-10,00-00000323,Others,m,
VTY-11,00-00000324,Others,m,
VTY-12,00-00000325,Others,m,
VTY-13,00-00000326,Others,m,
VTY-14,00-00000327,Others,m,
VTY-15,00-00000328,Others,m,
WD-01,00-00000332,Others,m,
06MM THK GLASS DOOR FITTING - BLACK COLOR,00-50003607,Others,pair,
A TYPE HINGES - BLUM,00-50002906,Others,piece,
ALUMINIUM PROFILE,00-50002894,Others,m,
ALUMINIUM SKIRTING,00-50003169,Others,m,
ALUMINUM CHANNEL U SHAPE 3000X10X10,00-50003081,Others,piece,
ALUMINUM PLATE 3000X50X3MM,00-50003459,Others,piece,
ALUMINUM PLATE 3000X60X3MM,00-50003327,Others,piece,
ALUMINUM STRIP,00-50003797,Others,piece,
B TYPE HINGES - BLUM,00-50002907,Others,piece,
"BUTT HINGES - BALL BEARING - 3MMX4""X4""",00-50002664,Others,piece,
BUTT HINGES 4X4X3,00-50003074,Others,piece,
CABINET HINGES - TYPE A,00-50003215,Others,piece,
CABINET HINGES - TYPE A - BLUM,00-50002649,Others,piece,
CABINET HINGES - TYPE B,00-50003349,Others,piece,
CABINET HINGES - TYPE C,00-50003408,Others,piece,
CABINET HINGES - TYPE C - BLUM,00-50003073,Others,piece,
CABINET LOCK,00-50002821,Others,piece,
CASTER WHEEL 70MM HEIGHT - SWIVEL,00-50002895,Others,piece,
CLASSIC DOOR HINGES - DOUBLE,00-50003201,Others,piece,
CLASSIC DOOR HINGES - SINGLE,00-50003200,Others,piece,
DOOR HANDLE - BARROCO COPPER - ANTIQUE FINISH (BARROCO: 3815 ET_172U),00-50002960,Others,set,
DOOR HINGES 3X3X3,00-50002715,Others,piece,
DOOR HINGES 3X3X4,00-50002743,Others,piece,
DOOR KNOB 70MM - ANTIQUE FINISH,00-50003238,Others,pair,
DOOR STOPPER,00-50003077,Others,piece,
DOUBLE ACTION DOOR FITTING - TOP & BOTTOM,00-50002818,Others,set,
DRAWER CHANNEL 300MM - BOTTOM RAIL,00-50002828,Others,pair,
DRAWER CHANNEL 300MM U/M SOFT-HAFELE,00-50003689,Others,set,
DRAWER CHANNEL 400MM - BOTTOM RAIL,00-50002827,Others,pair,
DRAWER CHANNEL 400MM - SIDE RAIL,00-50003536,Others,pair,
DRAWER CHANNEL 500MM - BOTTOM RAIL,00-50002893,Others,pair,
DRAWER CHANNEL 500MM U/M SOFT-HAFELE,00-50003688,Others,set,
DRAWER CHANNEL 650MM - BOTTOM RAIL,00-50003100,Others,pair,
"DRAWER CHANNEL 8"" (SIDE RUNNER)",00-50003092,Others,pair,
EURO PROFILE DOUBLE CYLINDER 70MM LENGTH 5 PIN TUMBLER DIN 18252/EN 1303 1910.70.SNP,00-50003400,Others,piece,
"FIRE RATED BUTT 2 BALL BEARING, 5 KNUCKLE, STANDARD DUTY, TEMPLATE DRILL, 102X76X3MM BS EN 1935 GRA HSSBS-SIMFR2BB433SS",00-50003402,Others,piece,
HANDLE 150MM C-TYPE BLACK,00-00000330,Others,piece,
HANDLE 150MM C-TYPE SS FINISH,00-00000329,Others,piece,
HANGER ROD,00-50003231,Others,m,
HANGER ROD SOCKET,00-50003234,Others,pair,
HYDRAULIC PUMP FOR DOOR-15KG,00-50002650,Others,piece,
KICK PLATE,00-50002896,Others,piece,
LED ALUMINIUM CORNER PROFILE - 2 MTR LENGTH,00-50003203,Others,m,
LED ALUMINIUM STRAIGHT PROFILE,00-50003204,Others,m,
LOCK BODY,00-50003075,Others,piece,
LOCK BODY - FR,00-00000186,Others,piece,
LOCK BODY (ROUND TYPE),00-50003046,Others,piece,
MORTICE SASH LOCK 64MM,00-50003683,Others,piece,
"MORTISE SASH LOCK 65MM BACKSET 72MM CTC DISTANCE S.S. DEADBOLT, LATCH, FOREND AND STRIKE PLATES 886572Z.SSS",00-50003401,Others,piece,
NGER ROD SOCKET,00-50003232,Others,pair,
NGER ROD SOCKET,00-50003233,Others,pair,
NYLON GLIDE 18MM - BROWN,00-50003934,Others,piece,
NYLON GLIDE 18MM-WHITE,00-50003143,Others,piece,
NYLON GLIDE 20MM,00-50002887,Others,piece,
PADESTAL DRAWER LOCK,00-50003113,Others,piece,
PLASTIC CORNER PROFILE L SHAPE,00-50003133,Others,piece,
PULL HANDLE 1200MM,00-50003082,Others,pair,
PUSH PLATE,00-50003312,Others,piece,
PUSH TO OPEN CATCHER - MAGNET TYPE,00-50003325,Others,piece,
PVC LEG,00-50003841,Others,piece,
SHELF SUPPORT  PIN - BROWN,00-50002892,Others,piece,
SHUTTER HANDLE 512MM-BLACK,00-50002669,Others,piece,
SIMPLEX DOOR HANDLE 2376 PAIR HANDLES IN ROSETTE PZ CHROME MATT 08.2376.04PZ.0017,00-50003399,Others,pair,
SINGLE PROFILE CYLINDER 70MM,00-00000216,Others,piece,
SLIDING DOOR FITTINGS,00-50003080,Others,set,
SLIDING DOOR LOCK,00-50002869,Others,piece,
SLIDING DOOR LOCK BODY,00-00000242,Others,set,
SLIDING TRACK CHANNEL WITH ACCESSORIES,00-50003815,Others,set,
SPACERS 3CMX5CM LENGTH,00-50003817,Others,piece,
THUMB TURN CYLINDER,00-50002870,Others,piece,
"TOWER BOLT 16""",00-50003095,Others,piece,
TOWER BOLT 3'',00-50003101,Others,piece,
UMBRELLA NAILS 40MM DIA,00-50002702,Others,piece,
WALL BRACKET L TYPE 200X300-WHITE,00-50002667,Others,piece,
WALL BRACKET L TYPE 200X400-WHITE,00-50002668,Others,piece,
0.6MMX4X8 LAMINATE - SUD WHITE OAK - SD-110,00-50003144,Others,sheet,
0.8MMX4X8 PLAIN LAMINATE FOR VENEER PRESSING,00-50003131,Others,sheet,
